2023-04-26 12:52, success, 1.122808
2023-04-26 13:05, success, 1.062936
2023-04-26 13:21, success, 1.056005
2023-04-26 13:32, success, 1.087269
2023-04-26 13:47, success, 1.040488
2023-04-26 14:02, success, 0.984825
2023-04-26 14:20, success, 1.045120
2023-04-26 14:32, success, 1.121467
2023-04-26 14:47, success, 0.977529
2023-04-26 15:02, success, 0.937099
2023-04-26 15:20, success, 0.945878
2023-04-26 15:32, success, 0.956410
2023-04-26 15:47, success, 1.072660
2023-04-26 16:03, success, 0.983612
2023-04-26 16:22, success, 1.128889
2023-04-26 16:35, success, 0.932884
2023-04-26 16:47, success, 0.951769
2023-04-26 17:02, success, 1.060094
2023-04-26 17:19, success, 1.044085
2023-04-26 17:32, success, 1.064247
2023-04-26 17:47, success, 1.003832
2023-04-26 18:04, success, 0.974540
2023-04-26 18:22, success, 1.010409
2023-04-26 18:32, success, 0.931690
2023-04-26 18:47, success, 1.047789
2023-04-26 19:02, success, 0.970024
2023-04-26 19:17, success, 0.940228
2023-04-26 19:32, success, 0.957716
2023-04-26 19:47, success, 0.936077
2023-04-26 20:02, success, 1.052843
2023-04-26 20:19, success, 0.931762
2023-04-26 20:32, success, 1.095080
2023-04-26 20:47, success, 1.086255
2023-04-26 21:02, success, 1.054693
2023-04-26 21:18, success, 0.969759
2023-04-26 21:32, success, 1.087114
2023-04-26 21:47, success, 1.074397
2023-04-26 22:02, success, 0.929875
2023-04-26 22:20, success, 1.048418
2023-04-26 22:32, success, 0.930626
2023-04-26 22:47, success, 1.058991
2023-04-26 23:03, success, 1.033282
2023-04-26 23:20, success, 1.071608
2023-04-26 23:32, success, 0.951126
2023-04-26 23:47, success, 1.006955
2023-04-27 00:11, success, 1.085724
2023-04-27 00:27, success, 1.081155
2023-04-27 00:51, success, 1.084804
2023-04-27 01:29, success, 1.055767
2023-04-27 01:56, success, 1.091509
2023-04-27 02:18, success, 1.059168
2023-04-27 02:39, success, 1.079986
2023-04-27 02:48, success, 1.084006
2023-04-27 03:03, success, 1.224512
2023-04-27 03:20, success, 0.949218
2023-04-27 03:32, success, 0.971593
2023-04-27 03:47, success, 1.073200
2023-04-27 04:03, success, 1.040335
2023-04-27 04:21, success, 0.942768
2023-04-27 04:32, success, 1.067155
2023-04-27 04:47, success, 0.976719
2023-04-27 05:02, success, 0.991921
2023-04-27 05:20, success, 1.080856
2023-04-27 05:32, success, 1.052772
2023-04-27 05:47, success, 1.016894
2023-04-27 06:03, success, 1.073262
2023-04-27 06:22, success, 1.109610
2023-04-27 06:33, success, 1.278684
2023-04-27 06:47, success, 0.957160
2023-04-27 07:02, success, 1.056135
2023-04-27 07:18, success, 0.930799
2023-04-27 07:32, success, 1.016433
2023-04-27 07:47, success, 1.021967
2023-04-27 08:03, success, 1.060539
2023-04-27 08:21, success, 1.036443
2023-04-27 08:32, success, 0.939067
2023-04-27 08:47, success, 1.032145
2023-04-27 09:03, success, 1.069892
2023-04-27 09:19, success, 1.048503
2023-04-27 09:32, success, 0.931910
2023-04-27 09:47, success, 1.279526
2023-04-27 10:03, success, 1.026841
2023-04-27 10:21, success, 1.149500
2023-04-27 10:32, success, 0.985389
2023-04-27 10:47, success, 0.984469
2023-04-27 11:02, success, 0.947404
2023-04-27 11:18, success, 1.079838
